,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min]
3967,0.5,0.7282608695652115,0.5925925925925952,0.8635394456289978,0.3557312252964427
11880,0.5,0.7155813459422333,0.5326657702676343,0.6460134630671137,0.7391304347826086
16371,0.5,0.8492427578214148,0.7024490253952465,0.8971897703996257,0.225296442687747
18198,0.0,0.5487680171353233,0.5663992050109599,0.8701134748520696,0.8142292490118577
15564,1.0,0.7717391304347743,0.5679012345679055,0.7226910623605654,0.6482213438735177
5756,0.5,0.6086956521739069,0.654320987654323,0.6631130063965884,0.5375494071146245
18328,0.5,0.749506737251842,0.5875422711781937,0.5981760385372403,0.5810276679841897
1781,0.5,0.3260869565217348,0.2839506172839492,0.4733475479744136,0.33992094861660077
11605,0.5,0.8731828082727304,0.7160112366240767,0.5508887132815381,0.12648221343873517
10450,0.5,0.7969797508280365,0.7084800992080176,0.5475602284029667,0.826086956521739
4776,0.5,0.9456521739130395,0.9012345679012341,0.8742004264392325,0.34782608695652173
3200,0.5,0.6630434782608603,0.6296296296296333,0.9061833688699361,0.7233201581027667
14291,0.0,0.6130012472603426,0.553613798342667,0.5550417157110602,0.826086956521739
7916,1.0,0.36956521739129755,0.46913580246913966,0.3987206823027718,0.458498023715415
13987,0.0,0.7764005908837674,0.5926170435697102,0.8388252645412408,0.40711462450592883
3983,1.0,0.7499999999999929,0.6049382716049436,0.6204690831556503,0.5296442687747035
11950,0.5,0.8932862519954128,0.7676831504145412,0.6365971569484348,0.35968379446640314
8898,0.0,0.3478260869565162,0.3950617283950635,0.43070362473347534,0.8181818181818181
13901,0.5,0.694549645782736,0.6901095335551375,0.8776114203736376,0.49011857707509876
9793,0.5,0.8197550744820603,0.6687282313696272,0.6087399568809819,0.12648221343873517
9114,1.0,0.4782608695652115,0.654320987654323,0.6396588486140724,0.6640316205533596
15962,0.5,0.8043478260869534,0.5961389111551867,0.4801421671679237,0.03952569169960474
11304,0.5,0.7382694213316725,0.8345098152585493,0.8389598204507467,0.8379446640316205
5218,0.5,0.8043478260869534,0.8024691358024683,0.6823027718550105,0.8418972332015809
12300,0.5,0.7980071147640615,0.6249426613734386,0.6350784950562018,0.6719367588932806
3883,0.5,0.7173913043478208,0.6172839506172849,0.6588486140724945,0.30039525691699603
18140,0.0,0.8051049196378983,0.8214176086832481,0.7284685223167726,0.9841897233201581
16548,0.5,0.7881204376165769,0.6237190220021631,0.6827980796336621,0.6126482213438734
15290,0.0,0.7572005554065626,0.5830771379134987,0.9019189765458422,0.40711462450592883
2275,0.5,0.4130434782608674,0.308641975308646,0.3155650319829424,0.4703557312252964
16570,0.5,0.9450175021468539,0.8933417039363363,0.34772921088008,0.8142292490118577
10802,0.5,0.6396111954281238,0.7589137760573763,0.3857564223673532,0.8458498023715414
12294,0.0,0.4412982603588773,0.46774388863511973,0.5527576705036907,0.826086956521739
6821,0.5,0.5326086956521721,0.5679012345679055,0.6823027718550105,0.11857707509881422
7492,0.0,0.5869565217391255,0.8148148148148167,0.5394456289978677,0.33992094861660077
16541,0.5,0.36510072262077387,0.4019975292782618,0.33635991580777025,0.8656126482213438
9480,0.5,0.30434782608695343,0.2592592592592595,0.7249466950959489,0.44664031620553357
5974,1.0,0.6413043478260789,0.6172839506172849,0.5543710021321961,0.26482213438735175
5187,1.0,0.8478260869565233,0.8518518518518547,0.27292110874200415,0.5217391304347826
4483,0.5,0.9021739130434767,0.7530864197530889,0.27931769722814503,0.6126482213438734
10806,0.5,0.206595523630682,0.296380100913872,0.631564275523897,0.8300395256916996
13622,0.5,0.4719418734435834,0.6422974683858413,0.7178693711686643,0.8458498023715414
9343,0.5,0.3369565217391255,0.4320987654321016,0.17910447761194026,0.5573122529644269
9126,1.0,0.46739130434782794,0.6296296296296333,0.32622601279317687,0.7984189723320158
2224,1.0,0.4347826086956488,0.3703703703703738,0.6226012793176972,0.849802371541502
10632,0.5,0.3293018487442083,0.393670496955572,0.8704551416130164,0.7351778656126482
10503,0.0,0.5869565217391255,0.5651123459736951,0.9348683359963303,0.8221343873517786
5030,0.5,0.9239130434782581,0.9259259259259238,0.41151385927505324,0.6284584980237153
7646,0.5,0.5869565217391255,0.7530864197530889,0.3837953091684435,0.13438735177865613
2511,0.0,0.5108695652173907,0.49382716049382935,0.47547974413646044,0.4229249011857707
5103,0.5,0.8478260869565233,0.8518518518518547,0.34754797441364593,0.592885375494071
3446,0.5,0.6956521739130395,0.6419753086419746,0.5607675906183368,0.8181818181818181
14628,0.5,0.39227093522313083,0.4874649336161454,0.1628186281581392,0.6245059288537549
16745,0.5,0.34542671307696793,0.46718922048572864,0.991922461187035,0.043478260869565216
18094,0.5,0.47781649025427697,0.4238341273388144,0.8673295245761272,0.849802371541502
10250,0.5,0.5011999954712039,0.5408878646943052,0.8875727367779553,0.7312252964426877
1235,0.5,0.36956521739129755,0.5061728395061778,0.7292110874200426,0.5059288537549407
14124,0.5,0.7934782608695627,0.5822946896219037,0.888064798340892,0.3636363636363636
11242,0.5,0.8532586599274978,0.7165621825811357,0.5302057270093911,0.8656126482213438
15413,0.5,0.4387780711465581,0.3621681338997149,0.7136723383870671,0.8577075098814229
17400,0.5,0.6385413459540317,0.5150139184241596,0.8264674479829692,0.15810276679841895
16298,0.5,0.7816305917788071,0.558888353938876,0.6409183533877796,0.5810276679841897
6420,1.0,0.7065217391304301,0.6666666666666714,0.24520255863539442,0.7865612648221343
16890,0.5,0.34459926023974674,0.3566937328325892,0.8703391480114773,0.7470355731225296
539,0.5,0.25,0.46913580246913966,0.23027718550106602,0.5968379446640316
13072,0.5,0.7431037979671089,0.5705121423334347,0.6645269923444495,0.5968379446640316
1589,0.5,0.3152173913043441,0.2716049382716008,0.3390191897654584,0.7351778656126482
6513,0.0,0.6195652173912976,0.6790123456790127,0.26865671641791045,0.07509881422924901
4479,0.0,0.891304347826086,0.7407407407407405,0.26865671641791045,0.5652173913043478
6198,1.0,0.6413043478260789,0.5432098765432158,0.3155650319829424,0.14624505928853754
6369,1.0,0.6847826086956488,0.6296296296296333,0.25373134328358204,0.2292490118577075
14899,0.5,0.34464279910798723,0.4149020094942699,0.5080557333748199,0.7944664031620553
16133,0.5,0.5450960962686366,0.5779582333096442,0.20655032439613574,0.8616600790513833
9974,0.5,0.5972445396982877,0.585349198067874,0.8119418429584901,0.8063241106719367
1953,1.0,0.45652173913043015,0.44444444444444997,0.19402985074626855,0.5217391304347826
5877,0.5,0.6195652173912976,0.6296296296296333,0.3240938166311299,0.07509881422924901
1751,1.0,0.2608695652173836,0.18518518518518334,0.5031982942430704,0.007905138339920948
12174,1.0,0.8139865422905004,0.6892254328565883,0.5665421245260099,0.8300395256916996
13756,0.5,0.7672774547259067,0.5519907735574492,0.9279278463787477,0.5652173913043478
4496,1.0,0.8804347826086882,0.7407407407407405,0.511727078891258,0.758893280632411
12105,0.5,0.5986165372714893,0.7557026150949184,0.39407531483939984,0.8458498023715414
4697,0.5,0.8804347826086882,0.8148148148148167,0.39658848614072495,0.3794466403162055
14222,0.5,0.7621721574476794,0.6247513416609678,0.8056904669884946,0.49407114624505927
16359,0.5,0.484545086584383,0.4861088428875746,0.959938008565284,0.83399209486166
4890,1.0,0.9891304347826022,0.9753086419753103,0.40085287846481865,0.7865612648221343
15066,0.0,0.7826086956521721,0.6419753086419746,0.7597870222126222,0.3952569169960474
3993,0.5,0.7608695652173907,0.6172839506172849,0.6567164179104477,0.6205533596837944
12844,0.5,0.7740430754966852,0.6641131013942427,0.8338126642929766,0.015810276679841896
17309,0.5,0.18358442490519877,0.2592592592592595,0.7756324741173743,0.7984189723320158
17031,0.0,0.7826086956521721,0.6419753086419746,0.7837813583001345,0.38339920948616596
13808,0.0,0.8708263559357832,0.7250528888482606,0.6855069626769195,0.2569169960474308
15171,0.5,0.6182753821280116,0.6935199202597033,0.7008661441678912,0.8181818181818181
754,0.5,0.17391304347825098,0.2962962962963047,0.18550106609808104,0.23715415019762845
7493,0.5,0.5978260869565162,0.827160493827158,0.8315565031982943,0.35968379446640314
3887,0.5,0.7173913043478208,0.6049382716049436,0.28358208955223874,0.3438735177865612
12209,0.0,0.7594136823978275,0.6370145227382693,0.6122647714315566,0.5098814229249011
11102,0.5,0.3647392861607557,0.33781737828338976,0.9026934064839116,0.07905138339920947
9678,0.0,0.9046584272307854,0.7524451510420747,0.7018247938097557,0.2608695652173913
10364,0.0,0.5477983644902409,0.6011672009291544,0.5094878936130678,0.14624505928853754
7720,1.0,0.5326086956521721,0.7283950617283992,0.5607675906183368,0.09486166007905138
6010,0.5,0.5869565217391255,0.5432098765432158,0.5714285714285714,0.6521739130434783
11811,1.0,0.8238159544508576,0.6818870894763407,0.5850617107121103,0.4268774703557312
15359,0.5,0.8635444693207361,0.7130304325207248,0.5522222152272152,0.7549407114624506
1586,1.0,0.30434782608695343,0.2716049382716008,0.18123667377398722,0.6956521739130435
7628,1.0,0.5978260869565162,0.7777777777777786,0.652452025586354,0.8656126482213438
4283,0.0,0.7934782608695627,0.5802469135802468,0.21321961620469077,0.24505928853754938
4571,0.5,0.891304347826086,0.827160493827158,0.26865671641791045,0.691699604743083
2620,0.5,0.4782608695652115,0.4320987654321016,0.21108742004264391,0.6640316205533596
5788,0.5,0.6086956521739069,0.6296296296296333,0.3603411513859275,0.01976284584980237
15816,0.5,0.8536746153487726,0.6899792043307684,0.5737230900302213,0.2292490118577075
15080,0.5,0.8206808020238228,0.6259844545079787,0.5222792930131771,0.035573122529644265
13727,0.5,0.6087002195545921,0.7824098715374816,0.2822498925256631,0.8221343873517786
1690,0.5,0.3478260869565162,0.2839506172839492,0.5970149253731343,0.12648221343873517
3059,1.0,0.5217391304347814,0.4320987654321016,0.5181236673773987,0.07509881422924901
7993,1.0,0.3369565217391255,0.46913580246913966,0.46055437100213226,0.4703557312252964
18102,0.5,0.8527705569150754,0.8022592201572962,0.7881461151018503,0.7667984189723319
2900,0.0,0.5760869565217348,0.49382716049382935,0.5053304904051171,0.07114624505928853
1273,0.5,0.3913043478260789,0.5679012345679055,0.2665245202558635,0.9090909090909091
16344,0.5,0.659322476272223,0.7417910205932898,0.8536724754752982,0.35968379446640314
1132,1.0,0.22826086956521152,0.3580246913580325,0.38166311300639655,0.13043478260869565
7218,0.0,0.5652173913043441,0.6790123456790127,0.535181236673774,0.007905138339920948
10563,0.5,0.5501379944100435,0.6224041867221004,0.16480763857100866,0.9051383399209486
11980,0.5,0.5533109849986886,0.4521720591190146,0.665005252320553,0.9090909090909091
6959,0.5,0.4999999999999929,0.5802469135802468,0.5458422174840085,0.7035573122529644
13681,0.5,0.6713636624352901,0.583075209569536,0.582494672634982,0.83399209486166
5441,0.5,0.7608695652173907,0.7530864197530889,0.6439232409381661,0.7233201581027667
15045,0.5,0.6913041144485348,0.6584361508796732,0.7293532251108803,0.8932806324110671
5556,0.5,0.6630434782608603,0.6790123456790127,0.6503198294243071,0.14624505928853754
2333,1.0,0.4130434782608674,0.3333333333333357,0.6737739872068231,0.28063241106719367
7740,1.0,0.4782608695652115,0.654320987654323,0.6332622601279316,0.3162055335968379
9500,0.0,0.3369565217391255,0.2962962962963047,0.0980810234541577,0.6245059288537549
8076,0.5,0.3369565217391255,0.45679012345679126,0.5586353944562898,0.47826086956521735
14867,0.5,0.25820207733039524,0.3581047557392125,0.8778724201279695,0.24110671936758893
489,1.0,0.25,0.44444444444444997,0.4520255863539444,0.06719367588932806
8417,0.5,0.22826086956521152,0.3827160493827222,0.5565031982942431,0.6600790513833992
12864,0.5,0.34870110737963955,0.278700638823679,0.8875247020405044,0.7312252964426877
15771,0.5,0.8191988823244927,0.6408989634986995,0.6051968862510544,0.03952569169960474
5152,0.5,0.7934782608695627,0.827160493827158,0.4584221748400853,0.15810276679841895
7231,1.0,0.5652173913043441,0.6913580246913611,0.4968017057569296,0.16205533596837943
7392,0.5,0.5652173913043441,0.7407407407407405,0.1428571428571428,0.18577075098814227
3512,1.0,0.7608695652173907,0.7407407407407405,0.7142857142857142,0.6521739130434783
10624,0.5,0.7717391304347743,0.5667708339243518,0.6512040307467124,0.6442687747035573
4309,0.5,0.7717391304347743,0.5802469135802468,0.08102345415778245,0.5098814229249011
2247,0.5,0.4239130434782581,0.3333333333333357,0.05756929637526648,0.15810276679841895
941,0.0,0.11956521739129755,0.17283950617284205,0.26439232409381663,0.5770750988142292
4043,0.5,0.7499999999999929,0.6419753086419746,0.43496801705756927,0.26877470355731226
6707,0.5,0.5869565217391255,0.5802469135802468,0.6737739872068231,0.6324110671936758
6576,0.5,0.6304347826086953,0.7283950617283992,0.5970149253731343,0.7984189723320158
1652,0.0,0.3369565217391255,0.2716049382716008,0.17270788912579949,0.4743083003952569
18002,0.5,0.4834392377410168,0.5789572172436266,0.7378512424341857,0.9090909090909091
762,0.0,0.17391304347825098,0.2716049382716008,0.2665245202558635,0.31225296442687744
15274,0.5,0.604491412986988,0.5772770984767277,0.8554128786421067,0.7470355731225296
11467,0.5,0.5665410822953021,0.5877786516813899,0.21706705528341008,0.8537549407114624
6127,0.5,0.5978260869565162,0.5679012345679055,0.2814498933901918,0.20553359683794464
13422,0.5,0.5607773109904031,0.701968045952789,0.8601743386641199,0.7905138339920948
14356,0.5,0.3709829903564028,0.4165324663508798,0.48292696827329384,0.8142292490118577
15436,0.5,0.7282608695652115,0.5802469135802468,0.809327734165211,0.4268774703557312
2865,0.5,0.5652173913043441,0.5061728395061778,0.908315565031983,0.6047430830039525
5050,1.0,0.9347826086956488,0.9259259259259238,0.5948827292110874,0.849802371541502
10020,0.0,0.7801550272114,0.615890509280554,0.790407122796094,0.09486166007905138
15825,0.5,0.451992149454,0.4412790968669711,0.18129119960575624,0.6956521739130435
16012,0.5,0.704587708156879,0.5657045574127579,0.6601837997627631,0.28063241106719367
6573,0.5,0.6195652173912976,0.7160493827160508,0.24946695095948823,0.7707509881422925
1747,0.5,0.2608695652173836,0.18518518518518334,0.3347547974413645,0.7707509881422925
14058,0.5,0.6894802463489711,0.6344570667948304,0.8033991444165851,0.7667984189723319
10400,0.5,0.8044628700774084,0.6873625766649525,0.6596571376066651,0.12648221343873517
485,1.0,0.25,0.44444444444444997,0.46481876332622596,0.011857707509881422
15711,0.5,0.7500445809829301,0.6046850956524636,0.6696145360451216,0.4980237154150197
12140,0.5,0.47050906826602557,0.5248732557060478,0.9847793051112139,0.02766798418972332
245,0.5,0.29347826086956275,0.308641975308646,0.5991471215351813,0.02766798418972332
16768,0.0,0.6586709129090238,0.5715908888125298,0.5409405927637206,0.8221343873517786
18315,1.0,0.8896162939618009,0.7328805388438937,0.5350688235920551,0.3992094861660079
14698,0.5,0.7417003823920751,0.6622228699430295,0.39313013637779426,0.8458498023715414
2462,0.5,0.45652173913043015,0.45679012345679126,0.45628997867803833,0.7233201581027667
4055,0.5,0.7826086956521721,0.6419753086419746,0.7846481876332623,0.38339920948616596
17637,0.5,0.3077651993338719,0.5301597617644305,0.6347243684816606,0.8774703557312252
3067,1.0,0.5326086956521721,0.4197530864197603,0.47121535181236673,0.15810276679841895
5385,0.5,0.7608695652173907,0.7037037037037024,0.03837953091684426,0.1067193675889328
12319,1.0,0.7691531090787223,0.6646448222778218,0.5912727045807253,0.8418972332015809
8559,0.5,0.18478260869564878,0.23456790123456983,0.47547974413646044,0.49011857707509876
2350,0.5,0.3913043478260789,0.3456790123456841,0.30703624733475476,0.4624505928853755
6737,0.5,0.5760869565217348,0.5432098765432158,0.6353944562899787,0.07509881422924901
4949,1.0,0.9130434782608674,0.8518518518518547,0.2217484008528784,0.6442687747035573
16565,0.5,0.44278173512358876,0.5648727587186428,0.7530681984419423,0.901185770750988
1460,1.0,0.30434782608695343,0.3950617283950635,0.40724946695095954,0.2569169960474308
7767,1.0,0.4891304347826093,0.6790123456790127,0.13219616204690832,0.592885375494071
15795,0.5,0.7566780783945788,0.5935608047104637,0.630266217168842,0.6363636363636364
2713,1.0,0.5543478260869534,0.45679012345679126,0.46908315565031977,0.7193675889328063
4668,0.5,0.9021739130434767,0.827160493827158,0.7036247334754797,0.02766798418972332
12421,0.5,0.7999699860839016,0.6141177434034688,0.5458678992236006,0.9209486166007904
13623,0.5,0.32475183327587587,0.3801805916089478,0.471943781700387,0.8181818181818181
14685,0.5,0.6051683465543363,0.4400545483523217,0.9101729558991309,0.5454545454545454
9162,0.5,0.4021739130434767,0.5555555555555571,0.904051172707889,0.3636363636363636
1306,1.0,0.36956521739129755,0.5679012345679055,0.45628997867803833,0.32806324110671936
8609,0.0,0.2391304347826022,0.3333333333333357,0.08102345415778245,0.11067193675889328
7017,0.5,0.4782608695652115,0.5802469135802468,0.34328358208955223,0.4268774703557312
7687,0.5,0.5326086956521721,0.7037037037037024,0.6332622601279316,0.5652173913043478
17370,0.5,0.4775896213226929,0.6575043851557751,0.20523985703640535,0.8537549407114624
4284,0.5,0.7934782608695627,0.5802469135802468,0.791044776119403,0.26482213438735175
17303,0.0,0.7475084502116189,0.6899430704905498,0.32243814147341754,0.8972332015810276
10981,0.5,0.7239854491342896,0.6417236390357175,0.7573134670339758,0.3438735177865612
4250,0.5,0.7608695652173907,0.5432098765432158,0.5522388059701492,0.7272727272727272
5127,0.0,0.8152173913043441,0.8148148148148167,0.5778251599147122,0.8814229249011857
1787,0.5,0.3260869565217348,0.2839506172839492,0.8933901918976546,0.38735177865612647
4246,1.0,0.7826086956521721,0.5679012345679055,0.40724946695095954,0.6798418972332015
432,0.5,0.25,0.3703703703703738,0.3795309168443496,0.31225296442687744
9221,0.5,0.4130434782608674,0.5555555555555571,0.2025586353944563,0.03162055335968379
11135,0.5,0.2842580040910079,0.2366330251237727,0.8720682302771854,0.7351778656126482
15169,0.5,0.750879101995146,0.6919531664130645,0.8465680995560272,0.3636363636363636
956,0.5,0.09782608695651618,0.17283950617284205,0.5671641791044776,0.7667984189723319
7078,1.0,0.5434782608695627,0.7654320987654302,0.22814498933901917,0.18972332015810275
15827,0.5,0.8693670936415359,0.7214346191676242,0.5137842181597716,0.12252964426877469
16151,0.5,0.8949603546464999,0.7576036007429039,0.6824094246971333,0.3517786561264822
9138,0.0,0.4347826086956488,0.5802469135802468,0.5415778251599147,0.1067193675889328
2915,0.5,0.5326086956521721,0.4320987654321016,0.6652452025586353,0.225296442687747
13089,0.5,0.7599071087332021,0.5486756787990856,0.6884880386373549,0.5296442687747035
11721,0.5,0.4196106707078542,0.5314358392599345,0.978727401897713,0.8023715415019762
1330,0.5,0.4130434782608674,0.5802469135802468,0.509594882729211,0.5889328063241106
6523,0.5,0.6304347826086953,0.7037037037037024,0.39658848614072495,0.21739130434782608
15692,0.5,0.867174315373596,0.7127176487691145,0.524752784932917,0.11857707509881422
4221,0.5,0.7826086956521721,0.5555555555555571,0.3582089552238805,0.40711462450592883
7352,0.0,0.5760869565217348,0.790123456790127,0.5714285714285714,0.5454545454545454
13658,0.5,0.7780900944657603,0.5576367577987753,0.7841945819683496,0.225296442687747
17444,0.5,0.7575573006123903,0.70307669065091,0.9916541896994056,0.8063241106719367
4044,0.5,0.7499999999999929,0.654320987654323,0.0660980810234541,0.27667984189723316
10419,1.0,0.2207013914335576,0.352664790637121,0.8937631216745872,0.8102766798418972
16225,0.5,0.6248500751155461,0.6576628349883293,0.9401569736243518,0.6996047430830039
6128,1.0,0.5978260869565162,0.5679012345679055,0.8720682302771854,0.2134387351778656
4131,1.0,0.6847826086956488,0.518518518518519,0.23454157782515994,0.32806324110671936
13061,0.5,0.2875299650474261,0.24685285379011646,0.8720682302771854,0.7391304347826086
5798,1.0,0.5978260869565162,0.6172839506172849,0.44136460554370993,0.11067193675889328
3949,0.5,0.6956521739130395,0.5555555555555571,0.7953091684434968,0.15810276679841895
4409,0.5,0.8369565217391255,0.6790123456790127,0.1279317697228145,0.7667984189723319
1623,1.0,0.29347826086956275,0.23456790123456983,0.0788912579957356,0.17391304347826086
1587,0.5,0.3152173913043441,0.2839506172839492,0.38166311300639655,0.7075098814229248
8825,0.5,0.3152173913043441,0.4074074074074119,0.8038379530916844,0.03162055335968379
13855,0.0,0.854332151463268,0.7372625866857376,0.6792992486305411,0.4387351778656126
14778,0.5,0.7548683648287806,0.5483220102075776,0.7015705914640378,0.5217391304347826
4829,0.5,0.9565217391304373,0.9259259259259238,0.5650319829424307,0.13833992094861658
14406,0.5,0.5813088091921372,0.7238437442829238,0.8066014543478366,0.7509881422924901
15673,0.5,0.7595538655457545,0.5886613154899436,0.6296489953580757,0.6363636363636364
12809,0.0,0.24869347335003056,0.27921433102758186,0.399696724895119,0.8814229249011857
7251,0.5,0.5652173913043441,0.7283950617283992,0.3752665245202559,0.3557312252964427
6233,0.5,0.6739130434782581,0.6172839506172849,0.16631130063965882,0.533596837944664
17933,0.5,0.6105345553691137,0.8084807987893257,0.8240777456676414,0.3557312252964427
5673,0.0,0.5652173913043441,0.6419753086419746,0.5628997867803838,0.541501976284585
15134,0.5,0.47778919076767323,0.5181613625565973,0.8541361932376959,0.8142292490118577
9516,1.0,0.38043478260869534,0.3580246913580325,0.36247334754797444,0.8300395256916996
13937,0.5,0.777656318011374,0.6410986418361162,0.405798603519693,0.826086956521739
17435,0.5,0.7413576396967301,0.6180067120003514,0.6244112649134581,0.15810276679841895
6130,1.0,0.5869565217391255,0.5679012345679055,0.4285714285714286,0.23320158102766797
7654,0.5,0.5652173913043441,0.7654320987654302,0.5458422174840085,0.2134387351778656
5412,0.5,0.7717391304347743,0.7530864197530889,0.5458422174840085,0.4268774703557312
13443,0.5,0.5771839028440269,0.7617321772084438,0.8023316984401707,0.7707509881422925
66,0.5,0.38043478260869534,0.3950617283950635,0.26226012793176967,0.7470355731225296
8644,0.5,0.19565217391303946,0.308641975308646,0.535181236673774,0.5375494071146245
12585,0.0,0.73774158046146,0.5918038605089819,0.8715262309724174,0.08695652173913043
17867,0.5,0.7469315346592609,0.6003780334961917,0.7097009538798458,0.608695652173913
8061,1.0,0.3478260869565162,0.49382716049382935,0.5223880597014925,0.32806324110671936
3313,0.5,0.7065217391304301,0.6172839506172849,0.6226012793176972,0.2292490118577075
9901,0.5,0.855979206493906,0.6728407950238022,0.6044770925525988,0.12648221343873517
15294,0.0,0.5582335831866487,0.518518518518519,0.5555864421904292,0.8300395256916996
11296,0.0,0.7796558317854974,0.5665504068359368,0.756398478047162,0.07905138339920947
7367,1.0,0.5543478260869534,0.7407407407407405,0.08742004264392322,0.7075098814229248
11624,0.5,0.7658736654910285,0.5912601906794421,0.5596491967972275,0.5691699604743082
14063,0.5,0.7433861971350453,0.5442875951189734,0.8068427480474198,0.7786561264822134
11547,1.0,0.7767221022292219,0.551227744739208,0.610732805684322,0.41897233201581024
11493,0.5,0.7394921250348716,0.740644171429544,0.8389670365334516,0.8023715415019762
8367,0.5,0.2391304347826022,0.3580246913580325,0.49466950959488265,0.13438735177865613
7547,1.0,0.5869565217391255,0.7407407407407405,0.4243070362473347,0.0
6360,1.0,0.7065217391304301,0.654320987654323,0.14072494669509594,0.13043478260869565
2292,0.5,0.4239130434782581,0.3456790123456841,0.4925373134328358,0.6245059288537549
7328,0.5,0.5543478260869534,0.7037037037037024,0.7547974413646055,0.28063241106719367
18277,0.5,0.8623990156257477,0.7647921732799432,0.6969437663533729,0.826086956521739
3939,0.5,0.7173913043478208,0.5802469135802468,0.10021321961620466,0.06719367588932806
16572,0.0,0.23250596134516854,0.3123088000153018,0.42764002920031796,0.8774703557312252
500,1.0,0.2391304347826022,0.46913580246913966,0.5031982942430704,0.1818181818181818
12623,0.5,0.848711792839346,0.7132627413059254,0.5294129067826959,0.8656126482213438
18465,0.5,0.7235594871470141,0.5762420322610353,0.7398683307552625,0.308300395256917
8334,1.0,0.22826086956521152,0.3456790123456841,0.4669509594882729,0.592885375494071
16065,0.5,0.36870063562313504,0.3178077282706653,0.6689199926393639,0.8616600790513833
10816,1.0,0.7705028238547271,0.7421449408069734,0.7236243616764868,0.46640316205533594
9073,1.0,0.3913043478260789,0.5432098765432158,0.4328358208955223,0.24110671936758893
3388,0.5,0.7173913043478208,0.6419753086419746,0.30703624733475476,0.1818181818181818
16764,0.0,0.25561185669765507,0.28245768770427304,0.3461066936633922,0.8102766798418972
7476,0.5,0.5652173913043441,0.7654320987654302,0.624733475479744,0.14624505928853754
12391,0.5,0.8415795841743474,0.7045554482472909,0.5454009084774201,0.8577075098814229
10381,0.5,0.7255258179285633,0.5369969197389679,0.5560775421486702,0.691699604743083
14108,0.5,0.7079789818127651,0.7421640097121767,0.7385974391904566,0.8221343873517786
391,1.0,0.22826086956521152,0.3456790123456841,0.46908315565031977,0.7509881422924901
18401,0.5,0.866355226399115,0.7094615172903431,0.5288499762636568,0.11857707509881422
9943,0.5,0.7575020190619952,0.5921570539437511,0.6335795478698034,0.6363636363636364
1017,0.5,0.17391304347825098,0.2592592592592595,0.5458422174840085,0.6047430830039525
14543,0.0,0.8041551641582672,0.5802469135802468,0.7487598859822497,0.07905138339920947
8891,0.5,0.3478260869565162,0.4197530864197603,0.4520255863539444,0.7470355731225296
4807,0.5,0.9239130434782581,0.8888888888888857,0.30277185501066084,0.7114624505928854
16762,0.5,0.6389496321439907,0.7532058055682143,0.8416401016984196,0.3557312252964427
5256,1.0,0.7608695652173907,0.7407407407407405,0.36673773987206815,0.4229249011857707
12082,0.5,0.3295948909962192,0.2820186415253474,0.8696362793306491,0.7391304347826086
16438,0.5,0.3858681416560259,0.533948730918695,0.9356338745790556,0.8221343873517786
8711,0.5,0.2391304347826022,0.3456790123456841,0.3582089552238805,0.4268774703557312
5800,0.0,0.6086956521739069,0.6172839506172849,0.18336886993603407,0.1541501976284585
18162,1.0,0.8791501046004768,0.8381654599321635,0.5936701752246492,0.8458498023715414
1303,1.0,0.36956521739129755,0.5432098765432158,0.7825159914712152,0.2845849802371541
10961,0.5,0.6948360177622845,0.554628563384334,0.7089334513764332,0.26482213438735175
3644,1.0,0.7391304347826093,0.6172839506172849,0.21748400852878458,0.3201581027667984
11528,0.5,0.7147372345428593,0.5320665553853701,0.6447508955902379,0.7391304347826086
1272,0.5,0.4021739130434767,0.5802469135802468,0.7185501066098079,0.901185770750988
15433,0.5,0.7535180737069069,0.6169257820136735,0.5923697132269237,0.6403162055335968
8866,1.0,0.30434782608695343,0.3950617283950635,0.10660980810234544,0.46640316205533594
4511,1.0,0.8586956521739069,0.7160493827160508,0.812366737739872,0.007905138339920948
12062,0.5,0.7474246391439223,0.6940025098316198,0.7979865297987194,0.7667984189723319
7113,0.5,0.5326086956521721,0.7283950617283992,0.18550106609808104,0.5889328063241106
4110,0.5,0.6630434782608603,0.5308641975308674,0.11727078891257992,0.11857707509881422
8598,0.5,0.21739130434782084,0.308641975308646,0.2857142857142857,0.007905138339920948
17358,0.0,0.7443660155683673,0.6073729746442496,0.9019189765458422,0.3992094861660079
17706,0.5,0.7859838652703317,0.654200258932299,0.5391537177595404,0.2608695652173913
200,0.5,0.3369565217391255,0.3580246913580325,0.3539445628997868,0.48221343873517786
17274,0.5,0.6639743389381962,0.6674792458904406,0.8035572754067146,0.7470355731225296
9219,0.0,0.4021739130434767,0.5555555555555571,0.24307036247334746,0.0
14848,0.5,0.7190677354438719,0.5724799344846829,0.7735956490863536,0.15810276679841895
15424,0.5,0.8376764740449474,0.6637325966498722,0.5674466337404485,0.225296442687747
17002,0.5,0.6790506956989475,0.6161382069093833,0.6389302227824829,0.9090909090909091
14712,0.5,0.7282608695652115,0.5802469135802468,0.810777991503975,0.43083003952569165
9292,0.5,0.35869565217391397,0.518518518518519,0.18550106609808104,0.7865612648221343
8145,0.5,0.3260869565217348,0.4074074074074119,0.4243070362473347,0.3794466403162055
18292,0.5,0.797326062130054,0.6452530652712838,0.5853821955532956,0.4229249011857707
15101,0.5,0.7434542452514563,0.5716185767707742,0.840886345830447,0.4229249011857707
